uniqueName,superclasses,subclasses,description
DRIFT,TESTER,,"A &lt;DRIFT&gt; is an &lt;ARTEFACT&gt; and a &lt;TESTER&gt; that is an accurately machined device that is pulled through the casing, tubulars and completion components to ensure minimum-diameter specifications are within tolerance"
TEST AGENCY,TESTER,,A &lt;TEST AGENCY&gt; is a &lt;TESTER&gt; that provides a test facility and administers a test program that meets the validation test requirements of a particular International Standard
THREADER,,THREADING MACHINE,A &lt;THREADER&gt; is a &lt;FunctionalObject&gt; that is capable of &lt;THREADING&gt; something
THREADING MACHINE,THREADER,,A &lt;THREADING MACHINE&gt; is a &lt;MACHINE&gt; and a &lt;THREADER&gt; that is intended to make threads
TOOL,,"WASHING TOOL, APPARATUS, HAMMER, REAMER, WHIPSTOCK, LINE THROWING APPLIANCE, COMPRESSOR TOOL, TENSION TOOL, SPAN ADJUSTMENT DEVICE, TEST PIECE, TESTING TOOL, MANDREL, CHRISTMAS TREE LIFTING TOOL, SPECTACLES, ALLEN KEY, RUNNING TOOL, ELECTRICAL TEST SET, FLANGE TOOL, TORQUE TOOL, tool, IRON ROUGHNECK, PULLING TOOL, SPECIAL TOOL, INSPECTION TOOL, LIFTING TOOL, CUTTER, PIG TRAP, SHIFTING TOOL, SCREWDRIVER, DEFIBRILLATOR, CALIPER, WRENCH, SUBSEA TOOL, BAR CLAMP, DRIFT MANDREL, WELDING UNIT, EARTHING TEST SET, SUBSEA CHRISTMAS TREE RUNNING TOOL, LATHE",A &lt;TOOL&gt; is a &lt;FunctionalObject&gt; that is anything used as a means of accomplishing a task or purpose
ALLEN KEY,TOOL,"ALLEN KEY BS 2470, ALLEN KEY DIN 911",An &lt;ALLEN KEY&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is a wrench that is furnished with a hexagonal outer shaped end intended to fit into an Allen screw head
ALLEN KEY BS 2470,ALLEN KEY,,An &lt;ALLEN KEY BS 2470&gt; is an &lt;ALLEN KEY&gt; manufactured according to the BS 2470 standard
ALLEN KEY DIN 911,ALLEN KEY,,An &lt;ALLEN KEY DIN 911&gt; is an &lt;ALLEN KEY&gt; manufactured according to the &lt;DIN 911&gt; standard
APPARATUS,TOOL,"HYDRAULIC APPARATUS, WHITE GOODS",An &lt;APPARATUS&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is technical equipment or machinery needed for a particular activity or purpose
WHITE GOODS,APPARATUS,,"A &lt;WHITE GOODS&gt; is an &lt;APPARATUS&gt; that is a type of large electrical apparatus, used domestically, such as refrigerators and washing machines, typically white in colour"
HYDRAULIC APPARATUS,APPARATUS,,A &lt;HYDRAULIC APPARATUS&gt; is an &lt;APPARATUS&gt; that is hydraulically powered
BAR CLAMP,TOOL,,"A &lt;BAR CLAMP&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is consisting of an elongated beam, a tail-stop clamp, and a head clamp slideably mounted on the beam for axial movement relative to the tail-stop"
CALIPER,TOOL,,"A &lt;CALIPER&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is an instrument, consisting of a pair of hinged legs, used to measure external and internal dimensions"
COMPRESSOR TOOL,TOOL,,A &lt;COMPRESSOR TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is intended for being used on a compressor
CUTTER,TOOL,"BOLT CUTTER, CUTTER ROLLER, cutter, CUTTING TOOL, WELL CASING CUTTER",A &lt;CUTTER&gt; is a &lt;TOOL&gt; that is capable of &lt;CUTTING&gt;
cutter,"CUTTER, tool",,"A physical object that is an instrument, machine, machine part, or tool that cuts"
CUTTING TOOL,CUTTER,,"A &lt;CUTTING TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;CUTTER&gt; for the separation of a physical object, or a portion of a physical object, into two portions, through the application of an acutely directed force, or to remove material from the workpiece by means of shear deformation"
WELL CASING CUTTER,CUTTER,,A &lt;WELL CASING CUTTER&gt; is an &lt;ARTEFACT&gt; and a &lt;CUTTER&gt; using rotating knives to cut a hole in well casing
CUTTER ROLLER,CUTTER,,"A &lt;CUTTER ROLLER&gt; is an &lt;ARTEFACT&gt; and a &lt;CUTTER&gt; consisting of a circular metal disk with hardened rim or teeth, mounted on bearings set in the rotating face of a TBM and rolled in an arc across the rock face under force; the resulting concentration of force or of stress spalls the rock"
BOLT CUTTER,CUTTER,,A &lt;BOLT CUTTER&gt; is an &lt;ARTEFACT&gt; and a &lt;CUTTER&gt; intended for cutting bolts
DEFIBRILLATOR,TOOL,defibrillator,"A &lt;DEFIBRILLATOR&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is a portable electronic device that automatically diagnoses the life threatening cardiac arrhythmias of ventricular fibrillation and ventricular tachycardia in a patient, and is able to treat them through defibrillation, the application of electrical therapy which stops the arrhythmia, allowing the heart to reestablish an effective rhythm"
defibrillator,DEFIBRILLATOR,,an artefact that is used to control fibrillation of the heart
DRIFT MANDREL,TOOL,,"A &lt;DRIFT MANDREL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is a cylinder, machined to specified dimensions, that is passed through a pipe to locate obstructions and/or to assess compliance with the appropriate specifications"
EARTHING TEST SET,TOOL,,An &lt;EARTHING TEST SET&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; for testing the resistance to earth
ELECTRICAL TEST SET,TOOL,,An &lt;ELECTRICAL TEST SET&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; intended to test an electric circuit or device
FLANGE TOOL,TOOL,,A &lt;FLANGE TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is intended for being used on a flange
HAMMER,TOOL,SLEDGEHAMMER,A &lt;HAMMER&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that provides the user with the capability of &lt;HAMMERING&gt;
SLEDGEHAMMER,HAMMER,,"A &lt;SLEDGEHAMMER&gt; is a &lt;HAMMER&gt; with a large, flat, often metal head, the size of which allowing the application of more force, distributed over a wider area, than other hammers of similar size"
INSPECTION TOOL,TOOL,,An &lt;INSPECTION TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; which is suitable for inspection
IRON ROUGHNECK,TOOL,iron roughneck,"An &lt;IRON ROUGHNECK&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; for &lt;CONNECTING&gt; and &lt;DISCONNECTING&gt; a &lt;DRILL PIPE&gt;. Whether pipe is being fed into the wellbore or it is being taken out, the iron roughneck uses a rotary table and torque wrench(es) to make up or break down pipe"
iron roughneck,IRON ROUGHNECK,,"An integral part of the drilling process, iron roughnecks connect and disconnect drill pipe. Whether pipe is being fed into the wellbore or it is being taken out, the iron roughneck uses a rotary table and torque wrench(es) to make up or break down pipe"
LATHE,TOOL,lathe,"A &lt;LATHE&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that rotates a workpiece on its axis to perform various operations such as cutting, sanding, knurling, drilling, or deformation, facing, turning, with tools that are applied to the workpiece to create an object with symmetry about an axis of rotation"
lathe,"tool, LATHE",,"In woodturning, metalworking, metalspinning, and glassworking, a lathe is a machine tool which spins a block of material so that when abrasive, cutting, or deformation tools are applied to the block, it can be shaped to produce an object which has rotational symmetry about an axis of rotation"
LIFTING TOOL,TOOL,,A &lt;LIFTING TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is intended for being used for lifting purposes
LINE THROWING APPLIANCE,TOOL,,A &lt;LINE THROWING APPLIANCE&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is designed to throw weighted ropes known as lines over long distances. It uses a variety of launching methods and can be used for numerous maritime applications
MANDREL,TOOL,,"A &lt;MANDREL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is an accurately turned rod over which metal is forged, drawn or shaped during working so as to create or preserve a desired axial cavity"
PIG TRAP,TOOL,pig trap,"A &lt;PIG TRAP&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is a pipeline maintenance tool, which includes a launcher and receiver, introducing a &lt;PIPE PIG&gt; into the line"
pig trap,PIG TRAP,,A facility on a pipeline for inserting and retrieving a scraper or pig
PULLING TOOL,TOOL,,A &lt;PULLING TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is used for pulling the drillpipe and bit out of the hole
REAMER,TOOL,BOREHOLE REAMER,A &lt;REAMER&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; for widening a bore or hole
BOREHOLE REAMER,REAMER,,"A &lt;BOREHOLE REAMER&gt; is a &lt;REAMER&gt; used to crush or cut rock in order to enlarge an undergauge hole to gauge, ream out ledges, remove keyseats and straighten the borehole."
RUNNING TOOL,TOOL,"WELLHEAD HOUSING RUNNING TOOL, running tool",A &lt;RUNNING TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that can be used to install or remove machines or equipment
running tool,"RUNNING TOOL, tool",,a tool that can be used to install or remove machines or equipment
WELLHEAD HOUSING RUNNING TOOL,RUNNING TOOL,,A &lt;WELLHEAD HOUSING RUNNING TOOL&gt; is a &lt;RUNNING TOOL&gt; that is designed to install the wellhead housing and surface casing in a subsea well.
SCREWDRIVER,TOOL,"FREARSON SCREWDRIVER, PHILLIPS SCREWDRIVER, POZIDRIV SCREWDRIVER, FLAT SCREWDRIVER",A &lt;SCREWDRIVER&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; object that is a handle with a pointed end intended to be used for turning screws
FLAT SCREWDRIVER,SCREWDRIVER,,A &lt;FLAT SCREWDRIVER&gt; is a &lt;SCREWDRIVER&gt; that is furnished with a flat driving end.
PHILLIPS SCREWDRIVER,SCREWDRIVER,,A &lt;PHILLIPS SCREWDRIVER&gt; is a &lt;SCREWDRIVER&gt; that is furnished with a Phillips driving end.
POZIDRIV SCREWDRIVER,SCREWDRIVER,,A &lt;POZIDRIV SCREWDRIVER&gt; is a &lt;SCREWDRIVER&gt; that is furnished with a Pozidriv driving end.
FREARSON SCREWDRIVER,SCREWDRIVER,,A &lt;FREARSON SCREWDRIVER&gt; is a &lt;SCREWDRIVER&gt; that is furnished with a Frearson driving end.
SHIFTING TOOL,TOOL,,A &lt;SHIFTING TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that can be used for shifting purposes
SPECIAL TOOL,TOOL,special tool,A &lt;SPECIAL TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; to be used for a special purpose
special tool,"SPECIAL TOOL, tool",,A device that is made as a tool to be used for a special purpose
SPECTACLES,TOOL,,A &lt;SPECTACLES&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; which is used to correct defects of vision or to protect the eyes that consists typically of a pair of glass or plastic lenses and the frame by which they are held in place
SUBSEA CHRISTMAS TREE RUNNING TOOL,TOOL,,A &lt;SUBSEA CHRISTMAS TREE RUNNING TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is designed to install and/or retrive a subsea christmas tree on a wellhead
SUBSEA TOOL,TOOL,"SUBSEA REMOTE OPERATED TOOL, SUBSEA INTERVENTION AND INSTALLATION TOOL, SUBSEA HANGER RECOVERY, subsea tool",A &lt;SUBSEA TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; to be used for a subsea purpose
subsea tool,SUBSEA TOOL,,A device that is made as a tool to be used for a subsea purpose
SUBSEA REMOTE OPERATED TOOL,SUBSEA TOOL,,"A &lt;SUBSEA REMOTE OPERATED TOOL&gt; is a &lt;SUBSEA TOOL&gt; that is dedicated and unmanned, and is used for installation and inspection, maintenance, and repair (IMR) tasks that require lift and/or handling capacity beyond that of free-swimming ROV systems"
SUBSEA HANGER RECOVERY,SUBSEA TOOL,,A &lt;SUBSEA HANGER RECOVERY&gt; is a &lt;SUBSEA TOOL&gt; for the retrieval of a subsea &lt;CASING HANGER&gt;
SUBSEA INTERVENTION AND INSTALLATION TOOL,SUBSEA TOOL,,A &lt;SUBSEA INTERVENTION AND INSTALLATION TOOL&gt; is a &lt;SUBSEA TOOL&gt; that is a device or remotely operated tool deployed by an intervention system to mate or interface with an intervention fixture
TENSION TOOL,TOOL,,A &lt;TENSION TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is made to be used for tensioning purposes
TEST PIECE,TOOL,"TEST GAUGE, TEST PIECE 5,65X(SQRT)A",A &lt;TEST PIECE&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is piece of material shaped according to a standard to be used for test or verification purposes
TEST GAUGE,TEST PIECE,,A &lt;TEST GAUGE&gt; is a &lt;TEST PIECE&gt; of cylindrical form whose length and diameter are made to some standard.
"TEST PIECE 5,65X(SQRT)A",TEST PIECE,,"A &lt;TEST PIECE 5,65X(SQRT)A&gt; is a &lt;TEST PIECE&gt; that is especially made for tensile testing and where the gauge length is 5,65 times the square root of the area."
TESTING TOOL,TOOL,CURRENT INJECTION TEST SET,A &lt;TESTING TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is made to be used for testing purposes
CURRENT INJECTION TEST SET,TESTING TOOL,,A &lt;CURRENT INJECTION TEST SET&gt; is a &lt;TESTING TOOL&gt; that injects an electric current into a circuit for test purposes.
TORQUE TOOL,TOOL,"TORQUE CLASS 5 TOOL, TORQUE CLASS 16 TOOL, TORQUE CLASS 13 TOOL, TORQUE CLASS 10 TOOL, TORQUE CLASS 7 TOOL",A &lt;TORQUE TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is used to precisely apply a specific torque to a fastener such as a nut or bolt or a handwheel
TORQUE CLASS 16 TOOL,TORQUE TOOL,,A &lt;TORQUE CLASS 16 TOOL&gt; is a &lt;TORQUE TOOL&gt; and the torque class 16
TORQUE CLASS 10 TOOL,TORQUE TOOL,,A &lt;TORQUE CLASS 10 TOOL&gt; is a &lt;TORQUE TOOL&gt; and the torque class 10&gt;
TORQUE CLASS 13 TOOL,TORQUE TOOL,,A &lt;TORQUE CLASS 13 TOOL&gt; is a &lt;TORQUE TOOL&gt; and the torque class 13
TORQUE CLASS 5 TOOL,TORQUE TOOL,,A &lt;TORQUE CLASS 5 TOOL&gt; is a &lt;TORQUE TOOL&gt; and the torque class 5
TORQUE CLASS 7 TOOL,TORQUE TOOL,,A &lt;TORQUE CLASS 7 TOOL&gt; is a &lt;TORQUE TOOL&gt; and the torque class 7
WASHING TOOL,TOOL,,A &lt;WASHING TOOL&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is made to be used for washing purposes
WELDING UNIT,TOOL,"STATIONARY TIG WELDING UNIT, PORTABLE TIG WELDING UNIT, PORTABLE SMAW WELDING UNIT, welding set","A &lt;WELDING UNIT&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; for arc welding, either AC or DC, comprising a supply unit and a regulator"
welding set,"tool, WELDING UNIT",,"A physical object for arc welding, either ac or dc, comprising a supply unit and a regulator"
STATIONARY TIG WELDING UNIT,WELDING UNIT,,A &lt;STATIONARY TIG WELDING UNIT&gt; is a &lt;WELDING SET&gt; that is intended for TIG welding and that is stationary.
PORTABLE TIG WELDING UNIT,WELDING UNIT,,A &lt;PORTABLE TIG WELDING UNIT&gt; is a &lt;WELDING SET&gt; that is intended for TIG welding and that is portable.
PORTABLE SMAW WELDING UNIT,WELDING UNIT,,A &lt;PORTABLE SMAW WELDING UNIT&gt; is a &lt;WELDING SET&gt; that is intended for SMAW welding and that is portable.
WHIPSTOCK,TOOL,,"A &lt;WHIPSTOCK&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; that is used to change the direction of the borehole, or to start a branch hole"
WRENCH,TOOL,"STILSON WRENCH, PIPE WRENCH, VALVE WRENCH",A &lt;WRENCH&gt; is an &lt;ARTEFACT&gt; and a &lt;TOOL&gt; intended to turn or twist
VALVE WRENCH,WRENCH,,A &lt;VALVE WRENCH&gt; is a &lt;WRENCH&gt; that is intended for manual operation of a valve
STILSON WRENCH,WRENCH,,An &lt;STILSON WRENCH&gt; is a &lt;WRENCH&gt; with one fixed and one adjustable jaw.
PIPE WRENCH,WRENCH,,A &lt;PIPE WRENCH&gt; is a &lt;WRENCH&gt; intended for gripping and turning a cylindrical object (as a pipe) usually by use of two serrated jaws so designed as to grip the pipe when turning in one direction only.
tool,TOOL,"special tool, meter prover, lathe, cutter, hydraulic press, running tool, drilling machine, pipe bending machine, yoke, grinding machine, welding set","A device that is a mechanical implement for working upon something, as by cutting, striking, rubbing or other processes, in any manual art or industry; usually, one held in and operated by the hand (or fixed in position, as in a lath), but also including certain simple machines, as the lathe; sometimes extended to simple instruments of other kinds"
pipe bending machine,tool,,An artefact which is intended for bending pipes
yoke,tool,,"A physical object that is an arched device intended to embrace two parts to hold or unite them in position, or to divide loads"
hydraulic press,tool,,A physical object that applies force for pressing by using fluid pressure for force multiplication
TOTALIZER,,"STANDARD SIGNAL TOTALIZER, FLOW TOTALIZER",A &lt;TOTALIZER&gt; is a &lt;FunctionalObject&gt; that has the capability of &lt;TOTALIZING&gt;
flow totalizer,FLOW TOTALIZER,,A totalizer that adds up flow measurements
POSITIVE DISPLACEMENT TOTALIZER,FLOW TOTALIZER,,A &lt;POSITIVE DISPLACEMENT TOTALIZER&gt; is a &lt;VOLUME GAUGE&gt; and a &lt;FLOW TOTALIZER&gt; using a &lt;VOLUME FLOW MEASURING ELEMENT - POSITIVE DISPLACEMENT&gt; that is intended to measure &lt;FLOW RATE&gt; and indicate the total &lt;VOLUME&gt; of a fluid that has flowed
TURBINE TOTALIZER,FLOW TOTALIZER,,A &lt;TURBINE TOTALIZER&gt; is a &lt;VOLUME GAUGE&gt; and a &lt;FLOW TOTALIZER&gt; using a &lt;VOLUME FLOW MEASURING ELEMENT - TURBINE&gt; that is intended to measure &lt;FLOW RATE&gt; and indicate the total &lt;VOLUME&gt; of a fluid that has flowed
TRACER,,,A &lt;TRACER&gt; is a &lt;FunctionalObject&gt; that has the capability of &lt;TRACING&gt;
TRACKER,,TRACKING SYSTEM,A &lt;TRACKER&gt; is a &lt;FunctionalObject&gt; that is capable of &lt;TRACKING&gt;
TRADER,,TRADING ORGANIZATION,A &lt;TRADER&gt; is a &lt;FunctionalObject&gt; that has the capability of &lt;TRADING&gt;
TRADING ORGANIZATION,TRADER,,"A &lt;TRADING ORGANIZATION&gt; is an &lt;Organization&gt; and a &lt;TRADER&gt; that is a business working with different kinds of products which are sold for consumer, business or government purposes. It buys one or more specialized ranges of products, maintains a stock or a shop, and delivers products to customers"
TRANSMITTAL,,,"A &lt;TRANSMITTAL&gt; is a &lt;FunctionalObject&gt; that has as purpose to explain the contents of a (set of) document(s), parcel(s), or electronically transmiited file(s)"
TRANSMITTER,,"PROCESS VARIABLE TRANSMITTER, transmitter, MULTIPLEXER, PNEUMATIC TRANSMITTER, TELECOMMUNICATIONS TRANSMITTER, PIG TRANSMITTER, ELECTRICAL TRANSMITTER",A &lt;TRANSMITTER&gt; is a &lt;FunctionalObject&gt; that is capable of &lt;TRANSMITTING&gt;
NORSOK I-001 REV3 P01 ELECTRICAL PRESSURE TRANSMITTER,ELECTRICAL TRANSMITTER,,A &lt;NORSOK I-001 REV3 P01 ELECTRICAL PRESSURE TRANSMITTER&gt; is a &lt;GAUGE PRESSURE TRANSMITTER&gt; and an &lt;ELECTRICAL TRANSMITTER&gt; that is conforming to the NORSOK I-001 specification
NORSOK I-001 REV3 P01 DIFFERENIAL PRESSURE TRANSMITTER,ELECTRICAL TRANSMITTER,,"A &lt;NORSOK I-001 REV3 P01 DIFFERENIAL PRESSURE TRANSMITTER&gt; is a &lt;DIFFERENTIAL PRESSURE TRANSMITTER&gt; and an &lt;ELECTRICAL TRANSMITTER&gt; conforming to the specification NORSOK I-001, Field Instrumentation, P01, Rev 3, April 2000"
MULTIPLEXER,TRANSMITTER,multiplexer,A &lt;MULTIPLEXER&gt; is a &lt;TRANSMITTER&gt; that is an electronic circuit that is a communication device that multiplexes (combines) several signals for transmission over a single medium
multiplexer,MULTIPLEXER,,Is an artefact intended for a number of input channels to share one output channel
PIG TRANSMITTER,TRANSMITTER,pig transmitter,A &lt;PIG TRANSMITTER&gt; is a &lt;TRANSMITTER&gt; that is mounted on a &lt;PIG&gt; and emits an electromagnetic signal that can be picked up by a &lt;PIG LOCATOR&gt; to determine the location of a &lt;PIG&gt;
pig transmitter,PIG TRANSMITTER,,A transmitter intended to detect a pig passage and transmit a signal representing the measured value
Separate transmitter,PROCESS VARIABLE TRANSMITTER,,A &lt;Separate transmitter&gt; is a &lt;Transmitter&gt; and a &lt;PROCESS VARIABLE TRANSMITTER&gt; and a &lt;BARE MEASURING INSTRUMENT&gt; mounted at a location removed (locally or remotely) from an assembly containing the sensing element but connected to it by signal line; Note: A head-mounted transmitter is a separate transmitter mounted in a connection head
Transmitter,PROCESS VARIABLE TRANSMITTER,,"A &lt;Transmitter&gt; is a &lt;Measuring instrument&gt; and a &lt;PROCESS VARIABLE TRANSMITTER&gt; intended to transmit a standardized signal that represents the measured variable, which may or may not include an integral sensing element"
Integral transmitter,PROCESS VARIABLE TRANSMITTER,,An &lt;Integral transmitter&gt; is a &lt;Transmitter&gt; and a &lt;PROCESS VARIABLE TRANSMITTER&gt; and an &lt;INTEGRAL MEASURING INSTRUMENT&gt; mounted as an integral part of an assembly containing the sensing element
