UniqueName,SuperClass,TextDefinition
SWIVEL JOINT STYLE 50A LONG RADIUS,SWIVEL JOINT STYLE 50,A <SWIVEL JOINT STYLE 50A LONG RADIUS> is a <SWIVEL JOINT STYLE 50> with two swivels and two elbows with long radius bends.
SWIVEL JOINT STYLE 50A SHORT RADIUS,SWIVEL JOINT STYLE 50,A <SWIVEL JOINT STYLE 50A SHORT RADIUS> is a <SWIVEL JOINT STYLE 50> with two swivels and two elbows with short radius bends.
SWIVEL JOINT STYLE 50AL BEVELLED END,SWIVEL JOINT STYLE 50A LONG RADIUS,A <SWIVEL JOINT STYLE 50AL BEVELLED END> is a <SWIVEL JOINT STYLE 50A LONG RADIUS> with beveled ends.
SWIVEL JOINT STYLE 50AL FLANGED END,SWIVEL JOINT STYLE 50A LONG RADIUS,A <SWIVEL JOINT STYLE 50AL FLANGED END> is a <SWIVEL JOINT STYLE 50A LONG RADIUS> with flanged ends.
SWIVEL JOINT STYLE 50AL THREADED END,SWIVEL JOINT STYLE 50A LONG RADIUS,A <SWIVEL JOINT STYLE 50AL THREADED END> is a <SWIVEL JOINT STYLE 50A LONG RADIUS> with threaded ends.
SWIVEL JOINT STYLE 50AL UNION END,SWIVEL JOINT STYLE 50A LONG RADIUS,A <SWIVEL JOINT STYLE 50AL UNION END> is a <SWIVEL JOINT STYLE 50A LONG RADIUS> with union ends.
SWIVEL JOINT STYLE 50AS BEVELLED END,SWIVEL JOINT STYLE 50A SHORT RADIUS,A <SWIVEL JOINT STYLE 50AS BEVELLED END> is a <SWIVEL JOINT STYLE 50A SHORT RADIUS> with beveled ends.
SWIVEL JOINT STYLE 50AS FLANGED END,SWIVEL JOINT STYLE 50A SHORT RADIUS,A <SWIVEL JOINT STYLE 50AS FLANGED END> is a <SWIVEL JOINT STYLE 50A SHORT RADIUS> with flanged ends.
SWIVEL JOINT STYLE 50AS FLANGED END C 175,SWIVEL JOINT STYLE 50AS FLANGED END,A <SWIVEL JOINT STYLE 50AS FLANGED END C 175> is a <SWIVEL JOINT STYLE 50AS FLANGED END> rated up to 175 psi cold working pressure (Chiksan).
SWIVEL JOINT STYLE 50AS FLANGED END C 275,SWIVEL JOINT STYLE 50AS FLANGED END,A <SWIVEL JOINT STYLE 50AS FLANGED END C 275> is a <SWIVEL JOINT STYLE 50AS FLANGED END> rated up to 27 psi cold working pressure (Chiksan)
SWIVEL JOINT STYLE 50AS THREADED END,SWIVEL JOINT STYLE 50A SHORT RADIUS,A <SWIVEL JOINT STYLE 50AS THREADED END> is a <SWIVEL JOINT STYLE 50A SHORT RADIUS> with threaded ends.
SWIVEL JOINT STYLE 50AS THREADED END C 600,SWIVEL JOINT STYLE 50AS THREADED END,A <SWIVEL JOINT STYLE 50AS THREADED END C 600> is a <SWIVEL JOINT STYLE 50AS THREADED END> rated at up to 600 psi cold working pressure (Chiksan).
SWIVEL JOINT STYLE 50AS THREADED END C 6000,SWIVEL JOINT STYLE 50AS THREADED END,A <SWIVEL JOINT STYLE 50AS THREADED END C 6000> is a <SWIVEL JOINT STYLE 50AS THREADED END> rated at up to 6000 psi cold working pressure (Chiksan).
SWIVEL JOINT STYLE 50AS UNION END,SWIVEL JOINT STYLE 50A SHORT RADIUS,A <SWIVEL JOINT STYLE 50AS UNION END> is a <SWIVEL JOINT STYLE 50A SHORT RADIUS> with union ends.
SWIVEL JOINT STYLE 50AS UNION MF,SWIVEL JOINT STYLE 50AS UNION END,A <SWIVEL JOINT STYLE 50AS UNION MF> is a <SWIVEL JOINT STYLE 50AS UNION END> with one union female end and one union male end.
SWIVEL JOINT STYLE 50AS UNION MF C 6000 SOUR SERVICE,SWIVEL JOINT STYLE 50AS UNION MF,A <SWIVEL JOINT STYLE 50AS UNION MF C 6000 SOUR SERVICE> is a <SWIVEL JOINT STYLE 50AS UNION MF> rated at 6000 psi cold working pressure (Chiksan) and rated for sour gas service.
SWIVEL JOINT STYLE 50B LONG RADIUS,SWIVEL JOINT STYLE 50,A <SWIVEL JOINT STYLE 50B LONG RADIUS> is a <SWIVEL JOINT STYLE 50> with two swivels and two elbows with long radius bends.
SWIVEL JOINT STYLE 50BL THREADED END,SWIVEL JOINT STYLE 50B LONG RADIUS,A <SWIVEL JOINT STYLE 50BL THREADED END> is a <SWIVEL JOINT STYLE 50B LONG RADIUS> with threaded ends.
SWIVEL JOINT STYLE 50BL UNION END,SWIVEL JOINT STYLE 50B LONG RADIUS,A <SWIVEL JOINT STYLE 50BL UNION END> is a <SWIVEL JOINT STYLE 50B LONG RADIUS> stle 50B with threaded ends
SWIVEL JOINT STYLE 50BL UNION FF,SWIVEL JOINT STYLE 50BL UNION END,A <SWIVEL JOINT STYLE 50BL UNION FF> is a <SWIVEL JOINT STYLE 50BL UNION END> with two union fewmale ends.
SWIVEL JOINT STYLE 50BL UNION MF,SWIVEL JOINT STYLE 50BL UNION END,A <SWIVEL JOINT STYLE 50BL UNION MF> is a <SWIVEL JOINT STYLE 50BL UNION END> with one union male and one union fewmale end.
SWIVEL JOINT STYLE 50C LONG RADIUS,SWIVEL JOINT STYLE 50,A <SWIVEL JOINT STYLE 50C LONG RADIUS> is a <SWIVEL JOINT STYLE 50> with two swivels and two elbows with long radius bends.
SWIVEL JOINT STYLE 50C SHORT RADIUS,SWIVEL JOINT STYLE 50,A <SWIVEL JOINT STYLE 50C SHORT RADIUS> is a <SWIVEL JOINT STYLE 50> with two swivels and two elbows with short radius bends.
SWIVEL JOINT STYLE 50CL THREADED END,SWIVEL JOINT STYLE 50C LONG RADIUS,A <SWIVEL JOINT STYLE 50CL THREADED END> is a <SWIVEL JOINT STYLE 50C LONG RADIUS> with threaded ends.
SWIVEL JOINT STYLE 50CL UNION END,SWIVEL JOINT STYLE 50C LONG RADIUS,A <SWIVEL JOINT STYLE 50CL UNION END> is a <SWIVEL JOINT STYLE 50C LONG RADIUS> with union ends.
SWIVEL JOINT STYLE 50CL UNION MF END,SWIVEL JOINT STYLE 50CL UNION END,A <SWIVEL JOINT STYLE 50CL UNION MF END> is a <SWIVEL JOINT STYLE 50CL UNION END> with one union female end and one union male end.
SWIVEL JOINT STYLE 50CL UNION MF END C 7500 SOUR SERVICE,SWIVEL JOINT STYLE 50CL UNION MF END,A <SWIVEL JOINT STYLE 50CL UNION MF END C 7500 SOUR SERVICE> is a <SWIVEL JOINT STYLE 50CL UNION MF END> with one union female end and one union male end rated at 7 500 psi cold working pressure (Chiksan) and rated for sour gas service.
SWIVEL JOINT STYLE 50CS THREADED END,SWIVEL JOINT STYLE 50C SHORT RADIUS,A <SWIVEL JOINT STYLE 50CS THREADED END> is a <SWIVEL JOINT STYLE 50C SHORT RADIUS> with threaded ends.
SWIVEL JOINT STYLE 60,DOUBLE AXIS SWIVEL JOINT,A <SWIVEL JOINT STYLE 60> is a <DOUBLE AXIS SWIVEL JOINT> with two swivels and one elbow.
SWIVEL JOINT STYLE 60A LONG RADIUS,SWIVEL JOINT STYLE 60,A <SWIVEL JOINT STYLE 60A LONG RADIUS> is a <SWIVEL JOINT STYLE 60> with a long radius bend.
SWIVEL JOINT STYLE 60A SHORT RADIUS,SWIVEL JOINT STYLE 60,A <SWIVEL JOINT STYLE 60A SHORT RADIUS> is a <SWIVEL JOINT STYLE 60> with a short radius bend.
SWIVEL JOINT STYLE 60AL BEVELLED END,SWIVEL JOINT STYLE 60A LONG RADIUS,A <SWIVEL JOINT STYLE 60AL BEVELLED END> is a <SWIVEL JOINT STYLE 60A LONG RADIUS> with beveled ends.
SWIVEL JOINT STYLE 60AL FLANGED END,SWIVEL JOINT STYLE 60A LONG RADIUS,A <SWIVEL JOINT STYLE 60AL FLANGED END> is a <SWIVEL JOINT STYLE 60A LONG RADIUS> with flanged ends.
SWIVEL JOINT STYLE 60AL THREADED END,SWIVEL JOINT STYLE 60A LONG RADIUS,A <SWIVEL JOINT STYLE 60AL THREADED END> is a <SWIVEL JOINT STYLE 60A LONG RADIUS> with threaded ends.
SWIVEL JOINT STYLE 60AL UNION END,SWIVEL JOINT STYLE 60A LONG RADIUS,A <SWIVEL JOINT STYLE 60AL UNION END> is a <SWIVEL JOINT STYLE 60A LONG RADIUS> with union ends.
SWIVEL JOINT STYLE 60AS BEVELLED END,SWIVEL JOINT STYLE 60A SHORT RADIUS,A <SWIVEL JOINT STYLE 60AS BEVELLED END> is a <SWIVEL JOINT STYLE 60A SHORT RADIUS> with beveled ends.
SWIVEL JOINT STYLE 60AS FLANGED END,SWIVEL JOINT STYLE 60A SHORT RADIUS,A <SWIVEL JOINT STYLE 60AS FLANGED END> is a <SWIVEL JOINT STYLE 60A SHORT RADIUS> with flanged ends.
SWIVEL JOINT STYLE 60AS FLANGED END C 175,SWIVEL JOINT STYLE 60AS FLANGED END,A <SWIVEL JOINT STYLE 60AS FLANGED END C 175> is a <SWIVEL JOINT STYLE 60AS FLANGED END> rated at 175 psi cold working pressure (Chiksan).
SWIVEL JOINT STYLE 60AS FLANGED END C 275,SWIVEL JOINT STYLE 60AS FLANGED END,A <SWIVEL JOINT STYLE 60AS FLANGED END C 275> is a <SWIVEL JOINT STYLE 60AS FLANGED END> rated at 275 psi cold working pressure (Chiksan).
SWIVEL JOINT STYLE 60AS THREADED END,SWIVEL JOINT STYLE 60A SHORT RADIUS,A <SWIVEL JOINT STYLE 60AS THREADED END> is a <SWIVEL JOINT STYLE 60A SHORT RADIUS> with threaded ends.
SWIVEL JOINT STYLE 60AS THREADED END C 600,SWIVEL JOINT STYLE 60AS THREADED END,A <SWIVEL JOINT STYLE 60AS THREADED END C 600> is a <SWIVEL JOINT STYLE 60AS THREADED END> rated at 600 psi cold working pressure (Chiksan).
SWIVEL JOINT STYLE 60AS THREADED END C 6000,SWIVEL JOINT STYLE 60AS THREADED END,A <SWIVEL JOINT STYLE 60AS THREADED END C 6000> is a <SWIVEL JOINT STYLE 60AS THREADED END> rated at 6 000 psi cold working pressure (Chiksan).
SWIVEL JOINT STYLE 60AS UNION END,SWIVEL JOINT STYLE 60A SHORT RADIUS,A <SWIVEL JOINT STYLE 60AS UNION END> is a <SWIVEL JOINT STYLE 60A SHORT RADIUS> with union ends.
SWIVEL JOINT STYLE 60AS UNION MF,SWIVEL JOINT STYLE 60AS UNION END,A <SWIVEL JOINT STYLE 60AS UNION MF> is a <SWIVEL JOINT STYLE 60AS UNION END> with one union male end and one union female end.
SWIVEL JOINT STYLE 60B LONG RADIUS,SWIVEL JOINT STYLE 60,A <SWIVEL JOINT STYLE 60B LONG RADIUS> is a <SWIVEL JOINT STYLE 60> with a long radius bend.
SWIVEL JOINT STYLE 60B SHORT RADIUS,SWIVEL JOINT STYLE 60,A <SWIVEL JOINT STYLE 60B SHORT RADIUS> is a <SWIVEL JOINT STYLE 60> with short radius bends.
SWIVEL JOINT STYLE 60BL THREADED END,SWIVEL JOINT STYLE 60B LONG RADIUS,A <SWIVEL JOINT STYLE 60BL THREADED END> is a <SWIVEL JOINT STYLE 60B LONG RADIUS> with threaded ends..
SWIVEL JOINT STYLE 60BL UNION END,SWIVEL JOINT STYLE 60B LONG RADIUS,A <SWIVEL JOINT STYLE 60BL UNION END> is a <SWIVEL JOINT STYLE 60B LONG RADIUS> with union ends.
SWIVEL JOINT STYLE 60BL UNION MF,SWIVEL JOINT STYLE 60BL UNION END,A <SWIVEL JOINT STYLE 60BL UNION MF> is a <SWIVEL JOINT STYLE 60BL UNION END> with one male and one female union end.
SWIVEL JOINT STYLE 60BL UNION MF C 7500 SOUR SERVICE,SWIVEL JOINT STYLE 60BL UNION MF,A <SWIVEL JOINT STYLE 60BL UNION MF C 7500 SOUR SERVICE> is a <SWIVEL JOINT STYLE 60BL UNION MF> rated at 7 500 psi cold working pressure and rated for sour gas service
SWIVEL JOINT STYLE 60BL UNION MM,SWIVEL JOINT STYLE 60BL UNION END,A <SWIVEL JOINT STYLE 60BL UNION MM> is a <SWIVEL JOINT STYLE 60BL UNION END> with two male union ends.
SWIVEL JOINT STYLE 60BL UNION MM C 7500 SOUR SERVICE,SWIVEL JOINT STYLE 60BL UNION MM,A <SWIVEL JOINT STYLE 60BL UNION MM C 7500 SOUR SERVICE> is a <SWIVEL JOINT STYLE 60BL UNION MM> rated at 7 500 psi cold working pressure (Chiksan) and rated for sour gas service.
SWIVEL JOINT STYLE 60BS THREADED END,SWIVEL JOINT STYLE 60B SHORT RADIUS,A <SWIVEL JOINT STYLE 60BS THREADED END> is a <SWIVEL JOINT STYLE 60B SHORT RADIUS> with threaded ends.
SWIVEL JOINT STYLE 70,DOUBLE AXIS SWIVEL JOINT,A <SWIVEL JOINT STYLE 70> is a <DOUBLE AXIS SWIVEL JOINT> with two swivels and three elbows.
SWIVEL JOINT STYLE 70A LONG RADIUS,SWIVEL JOINT STYLE 70,A <SWIVEL JOINT STYLE 70A LONG RADIUS> is a <SWIVEL JOINT STYLE 70> with a long radius bend.
SWIVEL JOINT STYLE 70A SHORT RADIUS,SWIVEL JOINT STYLE 70,A <SWIVEL JOINT STYLE 70A SHORT RADIUS> is a <SWIVEL JOINT STYLE 70> with a short radius bend.
SWIVEL JOINT STYLE 70AL BEVELLED END,SWIVEL JOINT STYLE 70A LONG RADIUS,A <SWIVEL JOINT STYLE 70AL BEVELLED END> is a <SWIVEL JOINT STYLE 70A LONG RADIUS> with a beveled end.
SWIVEL JOINT STYLE 70AL FLANGED END,SWIVEL JOINT STYLE 70A LONG RADIUS,A <SWIVEL JOINT STYLE 70AL FLANGED END> is a <SWIVEL JOINT STYLE 70A LONG RADIUS> with a flanged end.
SWIVEL JOINT STYLE 70AL THREADED END,SWIVEL JOINT STYLE 70A LONG RADIUS,A <SWIVEL JOINT STYLE 70AL THREADED END> is a <SWIVEL JOINT STYLE 70A LONG RADIUS> with threaded ends.
SWIVEL JOINT STYLE 70AL UNION END,SWIVEL JOINT STYLE 70A LONG RADIUS,A <SWIVEL JOINT STYLE 70AL UNION END> is a <SWIVEL JOINT STYLE 70A LONG RADIUS> with union ends.
SWIVEL JOINT STYLE 70AS BEVELLED END,SWIVEL JOINT STYLE 70A SHORT RADIUS,A <SWIVEL JOINT STYLE 70AS BEVELLED END> is a <SWIVEL JOINT STYLE 70A SHORT RADIUS> with beveled ends.
SWIVEL JOINT STYLE 70AS FLANGED END,SWIVEL JOINT STYLE 70A SHORT RADIUS,A <SWIVEL JOINT STYLE 70AS FLANGED END> is a <SWIVEL JOINT STYLE 70A SHORT RADIUS> with flanged ends.
SWIVEL JOINT STYLE 70AS FLANGED END C 175,SWIVEL JOINT STYLE 70AS FLANGED END,A <SWIVEL JOINT STYLE 70AS FLANGED END C 175> is a <SWIVEL JOINT STYLE 70AS FLANGED END> rated at 175 psi cold working pressure (Chiksan).
SWIVEL JOINT STYLE 70AS FLANGED END C 275,SWIVEL JOINT STYLE 70AS FLANGED END,A <SWIVEL JOINT STYLE 70AS FLANGED END C 275> is a <SWIVEL JOINT STYLE 70AS FLANGED END> rated at 275 psi cold working pressure (Chiksan).
SWIVEL JOINT STYLE 70AS THREADED END,SWIVEL JOINT STYLE 70A SHORT RADIUS,A <SWIVEL JOINT STYLE 70AS THREADED END> is a <SWIVEL JOINT STYLE 70A SHORT RADIUS> with threaded ends.
SWIVEL JOINT STYLE 70AS THREADED END C 600,SWIVEL JOINT STYLE 70AS THREADED END,A <SWIVEL JOINT STYLE 70AS THREADED END C 600> is a <SWIVEL JOINT STYLE 70AS THREADED END> rated at 600 psi cold working pressure. (Chiksan).
SWIVEL JOINT STYLE 70AS THREADED END C 6000,SWIVEL JOINT STYLE 70AS THREADED END,A <SWIVEL JOINT STYLE 70AS THREADED END C 6000> is a <SWIVEL JOINT STYLE 70AS THREADED END> rated at 6 000 psi cold working pressure. (Chiksan).
SWIVEL JOINT STYLE 70AS UNION END,SWIVEL JOINT STYLE 70A SHORT RADIUS,A <SWIVEL JOINT STYLE 70AS UNION END> is a <SWIVEL JOINT STYLE 70A SHORT RADIUS> with union ends.
SWIVEL JOINT STYLE 70AS UNION FF,SWIVEL JOINT STYLE 70AS UNION END,A <SWIVEL JOINT STYLE 70AS UNION FF> is a <SWIVEL JOINT STYLE 70AS UNION END> with two union female ends.
SWIVEL JOINT STYLE 70B LONG RADIUS,SWIVEL JOINT STYLE 70,A <SWIVEL JOINT STYLE 70B LONG RADIUS> is a <SWIVEL JOINT STYLE 70> with a long radius bend.
SWIVEL JOINT STYLE 70B SHORT RADIUS,SWIVEL JOINT STYLE 70,A <SWIVEL JOINT STYLE 70B SHORT RADIUS> is a <SWIVEL JOINT STYLE 70> with short radius bends.
SWIVEL JOINT STYLE 70BL THREADED END,SWIVEL JOINT STYLE 70B LONG RADIUS,A <SWIVEL JOINT STYLE 70BL THREADED END> is a <SWIVEL JOINT STYLE 70B LONG RADIUS> with threaded ends.
SWIVEL JOINT STYLE 70BL UNION END,SWIVEL JOINT STYLE 70B LONG RADIUS,A <SWIVEL JOINT STYLE 70BL UNION END> is a <SWIVEL JOINT STYLE 70B LONG RADIUS> with union ends.
SWIVEL JOINT STYLE 70BL UNION MF,SWIVEL JOINT STYLE 70BL UNION END,A <SWIVEL JOINT STYLE 70BL UNION MF> is a <SWIVEL JOINT STYLE 70BL UNION END> with one union female end and one union male end.
SWIVEL JOINT STYLE 70BS THREADED END,SWIVEL JOINT STYLE 70B SHORT RADIUS,A <SWIVEL JOINT STYLE 70BS THREADED END> is a <SWIVEL JOINT STYLE 70B SHORT RADIUS> with threaded ends.
SYMMETRICAL CRANKSHAFT,CRANKSHAFT,A <SYMMETRICAL CRANKSHAFT> is a <CRANKSHAFT> where the cranks are located symmetrical.
TAIL WATER RESERVOIR,RESERVOIR,A <TAIL WATER RESERVOIR> is a <RESERVOIR> for regulating the waterflow in the river and to downstream hydroelectric power stations
TANDEM DRY GAS SEAL,DRY GAS SEAL,A <TANDEM DRY GAS SEAL> is a <DRY GAS SEAL> that is self-acting and has two seal faces in series
TANDEM DRY GAS SEAL WITH INTERMEDIATE LABYRINTH,TANDEM DRY GAS SEAL,A <TANDEM DRY GAS SEAL WITH INTERMEDIATE LABYRINTH> is a <TANDEM DRY GAS SEAL> that has two seal faces with intermediate labyrinth
TANDEM MECHANICAL SEAL,MECHANICAL SEAL,A <TANDEM MECHANICAL SEAL> is a <MECHANICAL SEAL> that is an arrangement of two mechanical seals mounted in series by which the inner seal retains the product and the secondary or outer seal retains a buffer fluid at a pressure lower than that of the product.
TANDEM MECHANICAL SEAL WITH PUMPING RING,TANDEM MECHANICAL SEAL,A <TANDEM MECHANICAL SEAL WITH PUMPING RING> is a <TANDEM MECHANICAL SEAL> where a pumping ring is mounted between the two seals to boost the circulation of buffer fluid.
TANDEM MECHANICAL SEAL WITHOUT PUMPING RING,TANDEM MECHANICAL SEAL,A <TANDEM MECHANICAL SEAL WITHOUT PUMPING RING> is a <TANDEM MECHANICAL SEAL> without a pumping ring is mounted between the two seals. The circulation of buffer fluid is taken care of by an external system.
TANK MIXER,DYNAMIC MIXER,A <TANK MIXER> is a <DYNAMIC MIXER> intended to stir the content of a tank
TAPER ROLLER BEARING,ROLLER BEARING,A <TAPER ROLLER BEARING> is a <ROLLER BEARING> that has tapered inner and outer ring raceways between which tapered rollers are arranged to accommodate for both radial and axial loads in both directions.
TAPERED BORE COUPLING HUB,COUPLING HUB,A <TAPERED BORE COUPLING HUB> is a <COUPLING HUB> that has a tapered bore
TAPERED LAND THRUST BEARING,HYDRODYNAMIC THRUST BEARING,"A <TAPERED LAND THRUST BEARING> is a <HYDRODYNAMIC THRUST BEARING> that is a tapered land type bearing including a disk-shaped bearing member and a race member by which the bearing member has a tapered-land face on which tapered surfaces and flat-land surfaces are successively formed, along the peripheral direction; the race member is arranged to contact the tapered-land face of the bearing member"
TAPERLOCK BOSS,MACHINE COMPONENT,A <TAPERLOCK BOSS> is a <MACHINE COMPONENT> that is a pre-machined boss for welding or screwing on to a pulley or chain wheel. The bore is tapered for beeing slided over a matching <TAPERLOCK BUSHING> fitted on to the shaft
TAPERLOCK BUSHING,MACHINE COMPONENT,"A <TAPERLOCK BUSHING> is a <MACHINE COMPONENT> that is a bushing, for a (matching) <TAPERLOCK BOSS>, with a tapered outer surface. The bushing has a split in it, and has a slightly larger diameter than the inside of the boss. As the bushing is drawn into the boss by a number of bolts, it is compressed around the shaft"
TAPPET,CAM,"A <TAPPET> is a <CAM> provided with an off-center cam following surface offers a means for adjusting the timing of valves, etc., in a cam timing device."
THERMAL COMPRESSOR,"ARTEFACT, COMPRESSOR",A <THERMAL COMPRESSOR> is an <ARTEFACT> and a <COMPRESSOR> that contains no moving parts and is intended to use a high-pressure gas stream directed through a nozzle designed to produce the highest possible velocity through the suction chamber to entrain gas from the inlet. The diffuser is conically shaped
THREE LOBE PUMP,LOBE PUMP,A <THREE LOBE PUMP> is a <LOBE PUMP> of which each rotor is provided with three lobes.
THREE STAGE CENTRIFUGAL PUMP,MULTISTAGE CENTRIFUGAL PUMP,A <THREE STAGE CENTRIFUGAL PUMP> is a <MULTISTAGE CENTRIFUGAL PUMP> in which the head is developed by three impellers
THROAT BUSHING,BUSHING,A <THROAT BUSHING> is a <BUSHING> that is located between the impeller back and the stuffing box in order to reduce the stuffing box pressure.
THROTTLE BUSHING,BUSHING,A <THROTTLE BUSHING> is a <BUSHING> that is a square or rectangular cross section device located normally into a bore at the rear end of the seal end plate to prevent sudden leakage in case of a seal failure.
THROTTLING BUSHINGING SHAFT SEAL,SHAFT SEAL,A <THROTTLING BUSHINGING SHAFT SEAL> is a <SHAFT SEAL> intended to create a flow restricted area between a shaft and a casing and between areas of different pressure.
THRUST BALANCE ASSEMBLY,"ARTEFACT, BALANCER","A <THRUST BALANCE ASSEMBLY> is an <ARTEFACT> and a <BALANCER>, intended to counteract the thrust on a shaft caused by impellers or rotors. Possibly also intended to reduce the seal pressure"
THRUST BALL BEARING,"BALL BEARING, THRUST BEARING",A <THRUST BALL BEARING> is a <BALL BEARING> and a <THRUST BEARING> that contains a ball and cage thrust assembly between a shaft washer and a housing washer with raceway grooves. This type of bearings is suitable for axial loads in one direction and may not be subject to any radial load.
THRUST BASE RING,RING,A <THRUST BASE RING> is a <RING> intended to carry pads
THRUST BEARING,"ARTEFACT, BEARING",A <THRUST BEARING> is an<ARTEFACT> and a <BEARING> used to accommodate for any residual axial load within any rotating equipment design under all possible operating conditions
THRUST BEARING ASSEMBLY,ASSEMBLY,A <THRUST BEARING ASSEMBLY> is an <ASSEMBLY> and associated parts
THRUST BEARING BRACKET,BEARING BRACKET,A <THRUST BEARING BRACKET> is a <BEARING BRACKET> that is a support for a thrust bearing assembly.
THRUST BEARING DRIVEN END,THRUST BEARING,A <THRUST BEARING DRIVEN END> is a <THRUST BEARING> that is located at the driven end of a shaft.
