uniqueName,superclasses,subclasses,description
STARTING AIR SYSTEM,START SYSTEM,,A <STARTING AIR SYSTEM> is an <ARTEFACT> and a <START SYSTEM> using pressurised air led directly into the engine cylinders to turn and start the engine
PNEUMATIC START SYSTEM,START SYSTEM,,A <PNEUMATIC START SYSTEM> is an <ARTEFACT> and a <START SYSTEM> that uses pressurized gas as a power source to start a driver
HYDRAULIC START SYSTEM,START SYSTEM,,A <HYDRAULIC START SYSTEM> is an <ARTEFACT> and a <START SYSTEM> that uses pressurized liquid as a power source to start a driver
BATTERY START SYSTEM,START SYSTEM,,A <BATTERY START SYSTEM> is an <ARTEFACT> and a <START SYSTEM> that uses electric storage batteries and motor(s) to start engines
STATIC EQUIPMENT SYSTEM,SYSTEM,,A <STATIC EQUIPMENT SYSTEM> is a <SYSTEM> using static equipment as main equipment
STEAM SYSTEM,SYSTEM,"MEDIUM PRESSURE STEAM SYSTEM, LOW PRESSURE STEAM SYSTEM, HIGH PRESSURE STEAM SYSTEM",A <STEAM SYSTEM> is a <SYSTEM> for generation and distribution of steam
HIGH PRESSURE STEAM SYSTEM,STEAM SYSTEM,,A <HIGH PRESSURE STEAM SYSTEM> is an <ARTEFACT> and a <STEAM SYSTEM> for generation and distribution of high pressure steam
MEDIUM PRESSURE STEAM SYSTEM,STEAM SYSTEM,,A <MEDIUM PRESSURE STEAM SYSTEM> is an <ARTEFACT> and a <STEAM SYSTEM> for generation and distribution of medium pressure steam
LOW PRESSURE STEAM SYSTEM,STEAM SYSTEM,,A <LOW PRESSURE STEAM SYSTEM> is an <ARTEFACT> and a <STEAM SYSTEM> for generation and distribution of low pressure steam
SUBSEA POWER UNIT,SYSTEM,ELECTRICAL SUBSEA POWER UNIT,A <SUBSEA POWER UNIT> is an <ARTEFACT> and a <SYSTEM>  that provides power to the topside and/or subsea components of subsea installations
ELECTRICAL SUBSEA POWER UNIT,SUBSEA POWER UNIT,,An <ELECTRICAL SUBSEA POWER UNIT> is a <SUBSEA POWER UNIT> that provides conditioned electrical power
SUBSEA PRODUCTION SYSTEM,SYSTEM,,"A <SUBSEA PRODUCTION SYSTEM> is a <SYSTEM> that comprises several subsystems necessary to produce hydrocarbons from one or more subsea wells and transfer them to a given processing facility located offshore (fixed, floating or subsea) or onshore, or to inject water/gas through subsea wells"
TRACKING SYSTEM,"TRACKER, SYSTEM",AUTOMATIC IDENTIFICATION SYSTEM,A <TRACKING SYSTEM> is a <SYSTEM> and a <TRACKER> is used for the observing of persons or objects on the move and supplying a timely ordered sequence of location data for further processing
AUTOMATIC IDENTIFICATION SYSTEM,TRACKING SYSTEM,,"An <AUTOMATIC IDENTIFICATION SYSTEM> is an <ARTEFACT> and a <TRACKING SYSTEM> that uses transponders on ships and is used by vessel traffic services (VTS). When satellites are used to detect AIS signatures. AIS information supplements marine radar, which continues to be the primary method of collision avoidance for water transport"
TRANSPORT SYSTEM,SYSTEM,"MOBILE TRANSPORT SYSTEM, LOADING-UNLOADING SYSTEM, STATIONARY TRANSPORT SYSTEM, SOLID MATERIALS HANDLING SYSTEM","A <TRANSPORT SYSTEM> is a <SYSTEM> intended to transport, store or load/unload material"
LOADING-UNLOADING SYSTEM,TRANSPORT SYSTEM,,"A <LOADING-UNLOADING SYSTEM> is an <ARTEFACT> and a <TRANSPORT SYSTEM> that is intended for loading and/or unloading products into/from vehicles, wagons or vessels"
SOLID MATERIALS HANDLING SYSTEM,TRANSPORT SYSTEM,,A <SOLID MATERIALS HANDLING SYSTEM> is an <ARTEFACT> and a <TRANSPORT SYSTEM> that is intended to handle solid material
STATIONARY TRANSPORT SYSTEM,TRANSPORT SYSTEM,,"A <STATIONARY TRANSPORT SYSTEM> is an <ARTEFACT> and a <TRANSPORT SYSTEM> that, as a whole, remains in one place"
MOBILE TRANSPORT SYSTEM,TRANSPORT SYSTEM,,A <MOBILE TRANSPORT SYSTEM> is an <ARTEFACT> and a <TRANSPORT SYSTEM> that is mobile
TRANSPORTATION AND PACKING SYSTEM,SYSTEM,"CHEMICAL AND CATALYST HANDLING SYSTEM, BULK PACKING SYSTEM, CONVEYOR BELT SYSTEM, OREDA MATERIAL HANDLING SYSTEM, LIQUID PACKING SYSTEM",A <TRANSPORTATION AND PACKING SYSTEM> is a <SYSTEM> which comprises all installations that serve the transportation of stock or products from/to process area to from/to storage area inside plant limits as well as all product packing systems prior to dispatch
CONVEYOR BELT SYSTEM,TRANSPORTATION AND PACKING SYSTEM,,A <CONVEYOR BELT SYSTEM> is an <ARTEFACT> and a <TRANSPORTATION AND PACKING SYSTEM> for solid products or general bulks which require a conveyor belt system to their point of packing and/or storage
CHEMICAL AND CATALYST HANDLING SYSTEM,TRANSPORTATION AND PACKING SYSTEM,,A <CHEMICAL AND CATALYST HANDLING SYSTEM> is an <ARTEFACT> and a <TRANSPORTATION AND PACKING SYSTEM> for chemicals and catalysts
BULK PACKING SYSTEM,TRANSPORTATION AND PACKING SYSTEM,,A <BULK PACKING SYSTEM> is an <ARTEFACT> and a <TRANSPORTATION AND PACKING SYSTEM> that wraps the products with some kind of transport security material
LIQUID PACKING SYSTEM,TRANSPORTATION AND PACKING SYSTEM,,A <LIQUID PACKING SYSTEM> is an <ARTEFACT> and a <TRANSPORTATION AND PACKING SYSTEM> that puts liquid into various types of vessels
OREDA MATERIAL HANDLING SYSTEM,TRANSPORTATION AND PACKING SYSTEM,,An <OREDA MATERIAL HANDLING SYSTEM> is an <ARTEFACT> and a <TRANSPORTATION AND PACKING SYSTEM> that handles materials as defined by the Oreda project organization
VENTILATION SYSTEM,SYSTEM,"ATMOSPHERIC VENTILATION SYSTEM, SAFETY VENTILATION SYSTEM, FORCED VENTILATION SYSTEM, HVAC SYSTEM, FLARE VENT AND BLOWDOWN SYSTEM",A <VENTILATION SYSTEM> is a <SYSTEM> which provides ventilation
ATMOSPHERIC VENTILATION SYSTEM,VENTILATION SYSTEM,,An <ATMOSPHERIC VENTILATION SYSTEM> is an <ARTEFACT> and a <VENTILATION SYSTEM> that provides atmospheric ventilation
FORCED VENTILATION SYSTEM,VENTILATION SYSTEM,,A <FORCED VENTILATION SYSTEM> is an <ARTEFACT> and a <VENTILATION SYSTEM> that provides forced ventilation
VESSEL SYSTEM,SYSTEM,,A <VESSEL SYSTEM> is an <ARTEFACT> and a <SYSTEM> in which the main component is a vessel
WASTE DISPOSAL SYSTEM,SYSTEM,"SEWAGE SYSTEM, DRAIN SYSTEM, OILY WATER TREATMENT SYSTEM, BALLAST WATER SYSTEM, WASHING SYSTEM, SHALE DISPOSAL SYSTEM","A <WASTE DISPOSAL SYSTEM> is a <SYSTEM> intended for disposal of damaged, defective, or superfluous material produced by a manufacturing process or unwanted by-product of a manufacturing or chemical process, or refuse from places of human or animal habitation"
OILY WATER TREATMENT SYSTEM,WASTE DISPOSAL SYSTEM,,An <OILY WATER TREATMENT SYSTEM> is a <WATER SYSTEM> and a <WASTE DISPOSAL SYSTEM> that is a waste disposal system capable of treatment of oily water from various sources in the production of oil and gas
SHALE DISPOSAL SYSTEM,WASTE DISPOSAL SYSTEM,,A <SHALE DISPOSAL SYSTEM> is an <ARTEFACT> and a <WASTE DISPOSAL SYSTEM> for separation and storage of shale
SEWAGE SYSTEM,WASTE DISPOSAL SYSTEM,,"A <SEWAGE SYSTEM> is a <WATER SYSTEM> and a <WASTE DISPOSAL SYSTEM> that is a waste disposal system capable of collecting, treating and dispose of sewage"
BALLAST WATER SYSTEM,WASTE DISPOSAL SYSTEM,,A <BALLAST WATER SYSTEM> is a <WATER SYSTEM> and a <WASTE DISPOSAL SYSTEM> for handling of ballast water
DRAIN SYSTEM,"WASTE DISPOSAL SYSTEM, FLUID TRANSPORTER",,A <DRAIN SYSTEM> is an <ARTEFACT> and a <WASTE DISPOSAL SYSTEM> and a <FLUID TRANSPORTER> designed to collect the wash water from plant surface areas which need to be subject tor further effluent treatment before redischarge
WASHING SYSTEM,WASTE DISPOSAL SYSTEM,,A <WASHING SYSTEM> is an <ARTEFACT> and a <WASTE DISPOSAL SYSTEM> intended to wash and clean whats necesarry
WELL ASSEMBLY,SYSTEM,"MULTIZONE WELL ASSEMBLY, HORIZONTAL CHRISTMAS TREE WELL ASSEMBLY, SURFACE WELL ASSEMBLY, MULTILATERAL WELL ASSEMBLY, SUBSEA WELL ASSEMBLY, ARTIFICIAL LIFT WELL ASSEMBLY, VERTICAL CHRISTMAS TREE WELL ASSEMBLY, TEMPLATE WELL ASSEMBLY, SATELLITE WELL ASSEMBLY, INTELLIGENT WELL ASSEMBLY",A <WELL ASSEMBLY> is an <ARTEFACT> and a <SYSTEM> that is an assembly of equipment for the exploitation of underground resources
MULTILATERAL WELL ASSEMBLY,WELL ASSEMBLY,,A <MULTILATERAL WELL ASSEMBLY> is a <WELL ASSEMBLY> and a main bore and one or more bores branching out from the main bore
MULTIZONE WELL ASSEMBLY,WELL ASSEMBLY,,A <MULTIZONE WELL ASSEMBLY> is a <WELL ASSEMBLY> that is arranged to produce from more than one pay zone or formation
SATELLITE WELL ASSEMBLY,WELL ASSEMBLY,,A <SATELLITE WELL ASSEMBLY> is a <WELL ASSEMBLY> that is a stand-alone installation
TEMPLATE WELL ASSEMBLY,WELL ASSEMBLY,,A <TEMPLATE WELL ASSEMBLY> is a <WELL ASSEMBLY> that is located on a template grouped with other well assemblies
VERTICAL CHRISTMAS TREE WELL ASSEMBLY,WELL ASSEMBLY,,A <VERTICAL CHRISTMAS TREE WELL ASSEMBLY> is a <WELL ASSEMBLY> with a vertical (conventional) christmas tree
HORIZONTAL CHRISTMAS TREE WELL ASSEMBLY,WELL ASSEMBLY,,A <HORIZONTAL CHRISTMAS TREE WELL ASSEMBLY> is a <WELL ASSEMBLY> with a horizontal christmas tree
SUBSEA WELL ASSEMBLY,WELL ASSEMBLY,,A <SUBSEA WELL ASSEMBLY> is a <WELL ASSEMBLY> ocated under a body of water
SURFACE WELL ASSEMBLY,WELL ASSEMBLY,,A <SURFACE WELL ASSEMBLY> is a <WELL ASSEMBLY> located on dry land
INTELLIGENT WELL ASSEMBLY,WELL ASSEMBLY,,An <INTELLIGENT WELL ASSEMBLY> is a <WELL ASSEMBLY> that includes equipment for intelligent control of the well
ARTIFICIAL LIFT WELL ASSEMBLY,WELL ASSEMBLY,,An <ARTIFICIAL LIFT WELL ASSEMBLY> is a <WELL ASSEMBLY> having equipment to help obtaining the fluid from the well
WELL CLUSTER,SYSTEM,,A <WELL CLUSTER> is an <ARTEFACT> and a <SYSTEM> that consists of a number of individual wells making up or considered a unit
WELL DRILLING SYSTEM,SYSTEM,"ROTARY TABLE DRILLING SYSTEM, TOP DRIVE DRILLING SYSTEM",A <WELL DRILLING SYSTEM> is a <SYSTEM> that has a capability of <DRILLING> holes in the earth&amp;#39;s crust for the creation of a <WELL>
TOP DRIVE DRILLING SYSTEM,WELL DRILLING SYSTEM,,A <TOP DRIVE DRILLING SYSTEM> is an <ARTEFACT> and a <WELL DRILLING SYSTEM> in which the motor which turns the drill string is connected to the upper end of the string and moves downwardly with the drill string during the drilling operation
ROTARY TABLE DRILLING SYSTEM,WELL DRILLING SYSTEM,,A <ROTARY TABLE DRILLING SYSTEM> is an <ARTEFACT> and a <WELL DRILLING SYSTEM> in which the torque is transferred to the drill string using rotary table and kelly
WELLBORE ASSEMBLY,SYSTEM,,"A <WELLBORE ASSEMBLY> is an <ARTEFACT> and a <SYSTEM> that is a wellbore completed with structures (casing, lining etc.)"
WIRELINE UNIT,SYSTEM,,"A <WIRELINE UNIT> is an <ARTEFACT> and a <SYSTEM> that operates a <WIRELINE> that is used to deploy various down-hole tools into a well, where a cable on a reel on the surface is used to lower the tools to the wellbore"
WORK CENTER,SYSTEM,"PRODUCTION UNIT ISA95, PRODUCTION LINE ISA95, WORK UNIT ISA88, PROCESS CELL ISA95, WORK CELL ISA95",A <WORK CENTER> is a <SYSTEM> and machines and equipment in a location in which work is accomplished
WORK UNIT ISA88,WORK CENTER,,A <WORK UNIT ISA88> is an <ARTEFACT> and a <WORK CENTER> that is made up of equipment modules and control modules
PROCESS CELL ISA95,WORK CENTER,,A <PROCESS CELL ISA95> is an <ARTEFACT> and a <WORK CENTER> that is a logical grouping of equipment that includes the equipment required for production of one or more batches. It defines the span of logical control of one set of process equipment within an area
PRODUCTION UNIT ISA95,WORK CENTER,,"A <PRODUCTION UNIT ISA95> is an <ARTEFACT> and a <WORK CENTER> that is a set of production equipment that converts, separates, or reacts one or more feedstocks to produce intermediate or final products"
WORK CELL ISA95,WORK CENTER,,A <WORK CELL ISA95> is an <ARTEFACT> and a <WORK CENTER> that is dissimilar machines grouped together to produce a family of parts having similar manufacturing requirements
PRODUCTION LINE ISA95,WORK CENTER,,A <PRODUCTION LINE ISA95>  is an <ARTEFACT> and a <WORK CENTER> that is a series of pieces of equipment dedicated to the manufacture of a specific number of products or families
regenerative,SYSTEM,,cycle pick-list value value - regenerative cycle
simple,SYSTEM,,cycle pick-list value value - simple cycle
TAGGED OBJECT,,,An &amp;#39;ISO 15926-4 functional object&amp;#39; that is identified using a tagged object identification schema
TERMINATOR,,"PIPING NETWORK TERMINATOR, CABLE TERMINATOR",A <TERMINATOR> is a <FunctionalObject> that is capable of <TERMINATING> something
CABLE TERMINATOR,TERMINATOR,"SHRINKABLE TERMINATION, SLIP-ON TERMINATION, SEALING END, TERMINAL END, PLUG-IN TERMINATOR, TERMINATION PANEL",A <CABLE TERMINATOR> is an <ARTEFACT> and a <TERMINATOR> fitted to the end of a cable to ensure electrical connection with other parts of the system and to maintain the insulation up to the point of connection
TERMINAL END,CABLE TERMINATOR,,A <TERMINAL END> is a <CABLE TERMINATOR> where a cable core is prepared for attachment to a terminal
TERMINATION PANEL,CABLE TERMINATOR,,A <TERMINATION PANEL> is a <CABLE TERMINATOR> intended for the termination of cables
SHRINKABLE TERMINATION,CABLE TERMINATOR,,A <SHRINKABLE TERMINATION> is a <CABLE TERMINATOR> that is prefabricated and designed to be shrunk on to a prepared cable end
SLIP-ON TERMINATION,CABLE TERMINATOR,,A <SLIP-ON TERMINATION> is a <CABLE TERMINATOR> that is prefabricated and designed to be slipped on to a prepared cable end
SEALING END,CABLE TERMINATOR,,"A <SEALING END> is a <CABLE TERMINATOR> providing a seal to the end of the cable from the external environment and maintaining the pressure, if any, of the cable system"
PLUG-IN TERMINATOR,CABLE TERMINATOR,,"A <PLUG-IN TERMINATOR> is a <CABLE TERMINATOR> permitting the connection or the disconnection of the cable to other equipment, with or without voltage, generally in the absence of load current"
PIPING NETWORK TERMINATOR,TERMINATOR,PIPELINE END TERMINAL,A <PIPING NETWORK TERMINATOR> is an <ARTEFACT> and a <TERMINATOR> that is a termination point of a <PIPING NETWORK SYSTEM>
PIPELINE END TERMINAL,PIPING NETWORK TERMINATOR,,A <PIPELINE END TERMINAL> is a <PIPING NETWORK TERMINATOR> and a <SUBSEA FIXED STRUCTURE> in a subsea flowline
TESTER,,"TEST AGENCY, DRIFT",A <TESTER> is a <FunctionalObject> that is capable of <TESTING>
DRIFT,TESTER,,"A <DRIFT> is an <ARTEFACT> and a <TESTER> that is an accurately machined device that is pulled through the casing, tubulars and completion components to ensure minimum-diameter specifications are within tolerance"
TEST AGENCY,TESTER,,A <TEST AGENCY> is a <TESTER> that provides a test facility and administers a test program that meets the validation test requirements of a particular International Standard
THREADER,,THREADING MACHINE,A <THREADER> is a <FunctionalObject> that is capable of <THREADING> something
THREADING MACHINE,THREADER,,A <THREADING MACHINE> is a <MACHINE> and a <THREADER> that is intended to make threads
TOOL,,"WASHING TOOL, DEFIBRILLATOR, REAMER, COMPRESSOR TOOL, EARTHING TEST SET, LATHE, TORQUE TOOL, SPECTACLES, SUBSEA TOOL, WHIPSTOCK, SPAN ADJUSTMENT DEVICE, CALIPER, SCREWDRIVER, SUBSEA CHRISTMAS TREE RUNNING TOOL, HAMMER, TESTING TOOL, FLANGE TOOL, TENSION TOOL, CUTTER, SHIFTING TOOL, WRENCH, LINE THROWING APPLIANCE, tool, ELECTRICAL TEST SET, WELDING UNIT, APPARATUS, ALLEN KEY, CHRISTMAS TREE LIFTING TOOL, INSPECTION TOOL, PIG TRAP, DRIFT MANDREL, TEST PIECE, RUNNING TOOL, IRON ROUGHNECK, SPECIAL TOOL, PULLING TOOL, MANDREL, BAR CLAMP, LIFTING TOOL",A <TOOL> is a <FunctionalObject> that is anything used as a means of accomplishing a task or purpose
ALLEN KEY,TOOL,"ALLEN KEY BS 2470, ALLEN KEY DIN 911",An <ALLEN KEY> is an <ARTEFACT> and a <TOOL> that is a wrench that is furnished with a hexagonal outer shaped end intended to fit into an Allen screw head
ALLEN KEY BS 2470,ALLEN KEY,,An <ALLEN KEY BS 2470> is an <ALLEN KEY> manufactured according to the BS 2470 standard
ALLEN KEY DIN 911,ALLEN KEY,,An <ALLEN KEY DIN 911> is an <ALLEN KEY> manufactured according to the <DIN 911> standard
APPARATUS,TOOL,"HYDRAULIC APPARATUS, WHITE GOODS",An <APPARATUS> is an <ARTEFACT> and a <TOOL> that is technical equipment or machinery needed for a particular activity or purpose
WHITE GOODS,APPARATUS,,"A <WHITE GOODS> is an <APPARATUS> that is a type of large electrical apparatus, used domestically, such as refrigerators and washing machines, typically white in colour"
HYDRAULIC APPARATUS,APPARATUS,,A <HYDRAULIC APPARATUS> is an <APPARATUS> that is hydraulically powered
BAR CLAMP,TOOL,,"A <BAR CLAMP> is an <ARTEFACT> and a <TOOL> that is consisting of an elongated beam, a tail-stop clamp, and a head clamp slideably mounted on the beam for axial movement relative to the tail-stop"
CALIPER,TOOL,,"A <CALIPER> is an <ARTEFACT> and a <TOOL> that is an instrument, consisting of a pair of hinged legs, used to measure external and internal dimensions"
COMPRESSOR TOOL,TOOL,,A <COMPRESSOR TOOL> is an <ARTEFACT> and a <TOOL> that is intended for being used on a compressor
CUTTER,TOOL,"WELL CASING CUTTER, BOLT CUTTER, CUTTING TOOL, CUTTER ROLLER, cutter",A <CUTTER> is a <TOOL> that is capable of <CUTTING>
cutter,"tool, CUTTER",,"A physical object that is an instrument, machine, machine part, or tool that cuts"
CUTTING TOOL,CUTTER,,"A <CUTTING TOOL> is an <ARTEFACT> and a <CUTTER> for the separation of a physical object, or a portion of a physical object, into two portions, through the application of an acutely directed force, or to remove material from the workpiece by means of shear deformation"
WELL CASING CUTTER,CUTTER,,A <WELL CASING CUTTER> is an <ARTEFACT> and a <CUTTER> using rotating knives to cut a hole in well casing
CUTTER ROLLER,CUTTER,,"A <CUTTER ROLLER> is an <ARTEFACT> and a <CUTTER> consisting of a circular metal disk with hardened rim or teeth, mounted on bearings set in the rotating face of a TBM and rolled in an arc across the rock face under force; the resulting concentration of force or of stress spalls the rock"
BOLT CUTTER,CUTTER,,A <BOLT CUTTER> is an <ARTEFACT> and a <CUTTER> intended for cutting bolts
DEFIBRILLATOR,TOOL,defibrillator,"A <DEFIBRILLATOR> is an <ARTEFACT> and a <TOOL> that is a portable electronic device that automatically diagnoses the life threatening cardiac arrhythmias of ventricular fibrillation and ventricular tachycardia in a patient, and is able to treat them through defibrillation, the application of electrical therapy which stops the arrhythmia, allowing the heart to reestablish an effective rhythm"
defibrillator,DEFIBRILLATOR,,an artefact that is used to control fibrillation of the heart
